code,name,category,brand,model,unit,currency_code,sale_price,stock_quantity,minimum_stock,vat_rate,lead_time,description,technical_summary,is_active
MODS -000505,3RM/24VAC,Controller Accessories,Trend,MODS -000505,adet,USDTRY,191.97,0,0,20,,3RM/24VAC,,true
MODS -000915,4DIX/24VAC,Controller Accessories,Trend,MODS -000915,adet,USDTRY,125.88,0,0,20,,4DIX/24VAC,,true
MODS -000805,2VID/24VAC,Controller Accessories,Trend,MODS -000805,adet,USDTRY,126.93,0,0,20,,2VID/24VAC,,true
MODS -030000,SRMAC,Controller Accessories,Trend,MODS -030000,adet,USDTRY,28.85,0,0,20,,SRMAC,,true
MODS -021005,2SRM/24VAC,Controller Accessories,Trend,MODS -021005,adet,USDTRY,173.09,0,0,20,,2SRM/24VAC,,true
MODS -000405,2RM/24VAC,Controller Accessories,Trend,MODS -000405,adet,USDTRY,114.34,0,0,20,,2RM/24VAC,,true
GES-APP-8000-ADF,ADVANCED FEATURES (BUNDLE) LICENSE,Raw Materials and Shared Components,Common,GES-APP-8000-ADF,adet,USDTRY,1920.00,0,0,20,,ADVANCED FEATURES (BUNDLE) LICENSE,,true
GES-APP-8000-ENV,ENHANCED VISUAL (BUNDLE) LICENSE,Raw Materials and Shared Components,Common,GES-APP-8000-ENV,adet,USDTRY,1531.54,0,0,20,,ENHANCED VISUAL (BUNDLE) LICENSE,,true
GES-APP-AAC,ADVANCED ALARM CONSOLE LICENSE,Raw Materials and Shared Components,Common,GES-APP-AAC,adet,USDTRY,1531.54,0,0,20,,ADVANCED ALARM CONSOLE LICENSE,,true
GES-APP-AL,ASSET LOCATOR LICENSE NX SUPERVISOR,Raw Materials and Shared Components,Common,GES-APP-AL,adet,USDTRY,1531.54,0,0,20,,ASSET LOCATOR LICENSE NX SUPERVISOR,,true
GES-APP-AS,ADVANCED SEARCH LICENSE NX SUPERVISOR,Raw Materials and Shared Components,Common,GES-APP-AS,adet,USDTRY,1531.54,0,0,20,,ADVANCED SEARCH LICENSE NX SUPERVISOR,,true
GES-APP-ASH,ADVANCED SCHEDULER LICENSE,Raw Materials and Shared Components,Common,GES-APP-ASH,adet,USDTRY,1920.00,0,0,20,,ADVANCED SCHEDULER LICENSE,,true
GES-APP-AWC,ADVANCED WIDGETS & CHARTS LICENSE,Raw Materials and Shared Components,Common,GES-APP-AWC,adet,USDTRY,1920.00,0,0,20,,ADVANCED WIDGETS & CHARTS LICENSE,,true
GES-APP-DDM,DROP-DOWN MENU LICENSE FOR NX SUPERVISOR,Raw Materials and Shared Components,Common,GES-APP-DDM,adet,USDTRY,1531.54,0,0,20,,DROP-DOWN MENU LICENSE FOR NX SUPERVISOR,,true
GES-APP-MBUSTCP-RD,MODBUS REDUNDANCY LICENSE NX SUPERVISOR,Raw Materials and Shared Components,Common,GES-APP-MBUSTCP-RD,adet,USDTRY,3828.85,0,0,20,,MODBUS REDUNDANCY LICENSE NX SUPERVISOR,,true
GES-APP-MRT-STRGY,MRT STRATEGY JACE-8000 OR NX SUPERVISOR,Raw Materials and Shared Components,Common,GES-APP-MRT-STRGY,adet,USDTRY,3075.00,0,0,20,,MRT STRATEGY JACE-8000 OR NX SUPERVISOR,,true
GES-APP-OPC-DA-RD,OPC DA REDUNDANCY LICENSE NX SUPERVISOR,Raw Materials and Shared Components,Common,GES-APP-OPC-DA-RD,adet,USDTRY,3828.85,0,0,20,,OPC DA REDUNDANCY LICENSE NX SUPERVISOR,,true
GES-APP-OPC-UA-RD,OPC UA REDUNDANCY LICENSE NX SUPERVISOR,Raw Materials and Shared Components,Common,GES-APP-OPC-UA-RD,adet,USDTRY,3828.85,0,0,20,,OPC UA REDUNDANCY LICENSE NX SUPERVISOR,,true
GES-APP-RH,REMOVED HEADER LICENSE FOR NX SUPERVISOR,Raw Materials and Shared Components,Common,GES-APP-RH,adet,USDTRY,765.77,0,0,20,,REMOVED HEADER LICENSE FOR NX SUPERVISOR,,true
GES-APP-SET-STRGY,SET STRATEGY LICENSE JACE-8000,Raw Materials and Shared Components,Common,GES-APP-SET-STRGY,adet,USDTRY,1531.54,0,0,20,,SET STRATEGY LICENSE JACE-8000,,true
GES-APP-SUNLNX-ADF,ADVANCED FEATURES (BUNDLE) LICENSE,Raw Materials and Shared Components,Common,GES-APP-SUNLNX-ADF,adet,USDTRY,5000.00,0,0,20,,ADVANCED FEATURES (BUNDLE) LICENSE,,true
GES-APP-SUNLNX-ENV,ENHANCED VISUALS  (BUNDLE) LICENSE,Raw Materials and Shared Components,Common,GES-APP-SUNLNX-ENV,adet,USDTRY,3828.85,0,0,20,,ENHANCED VISUALS  (BUNDLE) LICENSE,,true
GES-APP-TWITTERFED,TWITTER FEED LICENSE TO VIEW/ACCESS,Raw Materials and Shared Components,Common,GES-APP-TWITTERFED,adet,USDTRY,1153.90,0,0,20,,TWITTER FEED LICENSE TO VIEW/ACCESS,,true
GES-ED-AD10MP,ADD 10 METER POINTS TO GES ENERGY,Raw Materials and Shared Components,Common,GES-ED-AD10MP,adet,USDTRY,282.18,0,0,20,,ADD 10 METER POINTS TO GES ENERGY,,true
GES-ED-BL20MP,GES ENERGY DASHBOARD BASE LICENSE,Raw Materials and Shared Components,Common,GES-ED-BL20MP,adet,USDTRY,5559.70,0,0,20,,GES ENERGY DASHBOARD BASE LICENSE,,true
GES-EDTBCMB-AD10MP,ADD 10 METER POINTS TO GES ENERGY,Raw Materials and Shared Components,Common,GES-EDTBCMB-AD10MP,adet,USDTRY,282.18,0,0,20,,ADD 10 METER POINTS TO GES ENERGY,,true
GES-EDTBCMB-AD10TP,ADD 10 TENANT POINT GES ENERGY DASHBOARD,Raw Materials and Shared Components,Common,GES-EDTBCMB-AD10TP,adet,USDTRY,181.48,0,0,20,,ADD 10 TENANT POINT GES ENERGY DASHBOARD,,true
GES-EDTBCMB-BL20MP,GES ENERGY DASHBOARD AND TENANT BILLING,Raw Materials and Shared Components,Common,GES-EDTBCMB-BL20MP,adet,USDTRY,7000.00,0,0,20,,GES ENERGY DASHBOARD AND TENANT BILLING,,true
GES-TB-AD100TP,ADD 100 TENANTS TO GES TENANT BILLING,Raw Materials and Shared Components,Common,GES-TB-AD100TP,adet,USDTRY,4050.00,0,0,20,,ADD 100 TENANTS TO GES TENANT BILLING,,true
GES-TB-AD10TP,ADD 10 TENANTS TO GES TENANT BILLING,Raw Materials and Shared Components,Common,GES-TB-AD10TP,adet,USDTRY,980.00,0,0,20,,ADD 10 TENANTS TO GES TENANT BILLING,,true
GES-TB-BL10TP,GES TENANT BILLING SUITE BASE LICENSE,Raw Materials and Shared Components,Common,GES-TB-BL10TP,adet,USDTRY,3050.00,0,0,20,,GES TENANT BILLING SUITE BASE LICENSE,,true
H.HVB-SDB1.1A-C0,"4"" VAVBox, embedded w/o controller",Digital Airflow Control Valves,Common,H.HVB-SDB1.1A-C0,adet,USDTRY,290.00,0,0,20,,"4"" VAVBox, embedded w/o controller",,true
H.HVB-SDB1.1A-C1,"4"" VAVBox, embedded w. PVB0000AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB1.1A-C1,adet,USDTRY,634.70,0,0,20,,"4"" VAVBox, embedded w. PVB0000AS-E",,true
H.HVB-SDB1.1A-C2,"4"" VAVBox, embedded w.  PVB4022AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB1.1A-C2,adet,USDTRY,681.12,0,0,20,,"4"" VAVBox, embedded w.  PVB4022AS-E",,true
H.HVB-SDB1.1H-C0,"4""VAVBox,w/oCtrl,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB1.1H-C0,adet,USDTRY,360.00,0,0,20,,"4""VAVBox,w/oCtrl,withHeaterInsert",,true
H.HVB-SDB1.1H-C2,"4""VAVBox,w.PVB4022AS-E,HeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB1.1H-C2,adet,USDTRY,851.47,0,0,20,,"4""VAVBox,w.PVB4022AS-E,HeaterInsert",,true
H.HVB-SDB1.2A-C0,"5"" VAVBox, embedded w/o controller",Digital Airflow Control Valves,Common,H.HVB-SDB1.2A-C0,adet,USDTRY,293.37,0,0,20,,"5"" VAVBox, embedded w/o controller",,true
H.HVB-SDB1.2A-C1,"5"" VAVBox, embedded w. PVB0000AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB1.2A-C1,adet,USDTRY,640.00,0,0,20,,"5"" VAVBox, embedded w. PVB0000AS-E",,true
H.HVB-SDB1.2A-C2,"5"" VAVBox, embedded w. PVB4022AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB1.2A-C2,adet,USDTRY,684.88,0,0,20,,"5"" VAVBox, embedded w. PVB4022AS-E",,true
H.HVB-SDB1.2H-C0,"5""VAVBox,w/oCtrl,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB1.2H-C0,adet,USDTRY,365.00,0,0,20,,"5""VAVBox,w/oCtrl,withHeaterInsert",,true
H.HVB-SDB1.2H-C2,"5""VAVBox,w.PVB4022AS-E,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB1.2H-C2,adet,USDTRY,860.00,0,0,20,,"5""VAVBox,w.PVB4022AS-E,withHeaterInsert",,true
H.HVB-SDB1.4A-C0,"6"" VAVBox, embedded w/o controller",Digital Airflow Control Valves,Common,H.HVB-SDB1.4A-C0,adet,USDTRY,293.37,0,0,20,,"6"" VAVBox, embedded w/o controller",,true
H.HVB-SDB1.4A-C1,"6"" VAVBox, embedded w. PVB0000AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB1.4A-C1,adet,USDTRY,640.00,0,0,20,,"6"" VAVBox, embedded w. PVB0000AS-E",,true
H.HVB-SDB1.4A-C2,"6"" VAVBox, embedded w. PVB4022AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB1.4A-C2,adet,USDTRY,684.88,0,0,20,,"6"" VAVBox, embedded w. PVB4022AS-E",,true
H.HVB-SDB1.4H-C0,"6""VAVBox,w/oCtrl,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB1.4H-C0,adet,USDTRY,365.00,0,0,20,,"6""VAVBox,w/oCtrl,withHeaterInsert",,true
H.HVB-SDB1.4H-C2,"6""VAVBox,w.PVB4022AS-E,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB1.4H-C2,adet,USDTRY,860.00,0,0,20,,"6""VAVBox,w.PVB4022AS-E,withHeaterInsert",,true
H.HVB-SDB1.8A-C0,"7"" VAVBox, embedded w/o controller",Digital Airflow Control Valves,Common,H.HVB-SDB1.8A-C0,adet,USDTRY,300.91,0,0,20,,"7"" VAVBox, embedded w/o controller",,true
H.HVB-SDB1.8A-C1,"7"" VAVBox, embedded w. PVB0000AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB1.8A-C1,adet,USDTRY,646.00,0,0,20,,"7"" VAVBox, embedded w. PVB0000AS-E",,true
H.HVB-SDB1.8A-C2,"7"" VAVBox, embedded w. PVB4022AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB1.8A-C2,adet,USDTRY,692.41,0,0,20,,"7"" VAVBox, embedded w. PVB4022AS-E",,true
H.HVB-SDB1.8H-C0,"7""VAVBox,w/oCtrl,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB1.8H-C0,adet,USDTRY,372.55,0,0,20,,"7""VAVBox,w/oCtrl,withHeaterInsert",,true
H.HVB-SDB1.8H-C2,"7""VAVBox,w.PVB4022AS-E,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB1.8H-C2,adet,USDTRY,865.46,0,0,20,,"7""VAVBox,w.PVB4022AS-E,withHeaterInsert",,true
H.HVB-SDB2.0A-C0,"8"" VAVBox, embedded w/o controller",Digital Airflow Control Valves,Common,H.HVB-SDB2.0A-C0,adet,USDTRY,305.00,0,0,20,,"8"" VAVBox, embedded w/o controller",,true
H.HVB-SDB2.0A-C1,"8"" VAVBox, embedded w. PVB0000AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB2.0A-C1,adet,USDTRY,650.00,0,0,20,,"8"" VAVBox, embedded w. PVB0000AS-E",,true
H.HVB-SDB2.0A-C2,"8"" VAVBox, embedded w. PVB4022AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB2.0A-C2,adet,USDTRY,696.18,0,0,20,,"8"" VAVBox, embedded w. PVB4022AS-E",,true
H.HVB-SDB2.0H-C0,"8""VAVBox,w/oCtrl,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB2.0H-C0,adet,USDTRY,377.21,0,0,20,,"8""VAVBox,w/oCtrl,withHeaterInsert",,true
H.HVB-SDB2.0H-C2,"8""VAVBox,w.PVB4022AS-E,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB2.0H-C2,adet,USDTRY,870.12,0,0,20,,"8""VAVBox,w.PVB4022AS-E,withHeaterInsert",,true
H.HVB-SDB2.2A-C0,"9"" VAVBox, embedded w/o controller",Digital Airflow Control Valves,Common,H.HVB-SDB2.2A-C0,adet,USDTRY,342.33,0,0,20,,"9"" VAVBox, embedded w/o controller",,true
H.HVB-SDB2.2A-C1,"9"" VAVBox, embedded w. PVB0000AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB2.2A-C1,adet,USDTRY,690.00,0,0,20,,"9"" VAVBox, embedded w. PVB0000AS-E",,true
H.HVB-SDB2.2A-C2,"9"" VAVBox, embedded w. PVB4022AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB2.2A-C2,adet,USDTRY,733.83,0,0,20,,"9"" VAVBox, embedded w. PVB4022AS-E",,true
H.HVB-SDB2.2H-C0,"9""VAVBox,w/oCtrl,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB2.2H-C0,adet,USDTRY,425.00,0,0,20,,"9""VAVBox,w/oCtrl,withHeaterInsert",,true
H.HVB-SDB2.2H-C2,"9""VAVBox,w.PVB4022AS-E,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB2.2H-C2,adet,USDTRY,920.00,0,0,20,,"9""VAVBox,w.PVB4022AS-E,withHeaterInsert",,true
H.HVB-SDB2.5A-C0,"10"" VAVBox, embedded w/o controller",Digital Airflow Control Valves,Common,H.HVB-SDB2.5A-C0,adet,USDTRY,346.10,0,0,20,,"10"" VAVBox, embedded w/o controller",,true
H.HVB-SDB2.5A-C1,"10"" VAVBox, embedded w. PVB0000AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB2.5A-C1,adet,USDTRY,691.19,0,0,20,,"10"" VAVBox, embedded w. PVB0000AS-E",,true
H.HVB-SDB2.5A-C2,"10"" VAVBox, embedded w. PVB4022AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB2.5A-C2,adet,USDTRY,740.00,0,0,20,,"10"" VAVBox, embedded w. PVB4022AS-E",,true
H.HVB-SDB2.5H-C0,"10""VAVBox,w/oCtrl,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB2.5H-C0,adet,USDTRY,430.00,0,0,20,,"10""VAVBox,w/oCtrl,withHeaterInsert",,true
H.HVB-SDB2.5H-C2,"10""VAVBox,w.PVB4022AS-E,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB2.5H-C2,adet,USDTRY,921.41,0,0,20,,"10""VAVBox,w.PVB4022AS-E,withHeaterInsert",,true
H.HVB-SDB2.8A-C0,"12"" VAVBox, embedded w/o controller",Digital Airflow Control Valves,Common,H.HVB-SDB2.8A-C0,adet,USDTRY,372.45,0,0,20,,"12"" VAVBox, embedded w/o controller",,true
H.HVB-SDB2.8A-C1,"12"" VAVBox, embedded w. PVB0000AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB2.8A-C1,adet,USDTRY,720.00,0,0,20,,"12"" VAVBox, embedded w. PVB0000AS-E",,true
H.HVB-SDB2.8A-C2,"12"" VAVBox, embedded w. PVB4022AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB2.8A-C2,adet,USDTRY,763.96,0,0,20,,"12"" VAVBox, embedded w. PVB4022AS-E",,true
H.HVB-SDB2.8H-C0,"12""VAVBox,w/oCtrl,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB2.8H-C0,adet,USDTRY,461.13,0,0,20,,"12""VAVBox,w/oCtrl,withHeaterInsert",,true
H.HVB-SDB2.8H-C2,"12""VAVBox,w.PVB4022AS-E,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB2.8H-C2,adet,USDTRY,954.04,0,0,20,,"12""VAVBox,w.PVB4022AS-E,withHeaterInsert",,true
H.HVB-SDB3.6A-C0,"14"" VAVBox, embedded w/o controller",Digital Airflow Control Valves,Common,H.HVB-SDB3.6A-C0,adet,USDTRY,415.00,0,0,20,,"14"" VAVBox, embedded w/o controller",,true
H.HVB-SDB3.6A-C1,"14"" VAVBox, embedded w. PVB0000AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB3.6A-C1,adet,USDTRY,760.00,0,0,20,,"14"" VAVBox, embedded w. PVB0000AS-E",,true
H.HVB-SDB3.6A-C2,"14"" VAVBox, embedded w. PVB4022AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB3.6A-C2,adet,USDTRY,805.38,0,0,20,,"14"" VAVBox, embedded w. PVB4022AS-E",,true
H.HVB-SDB3.6H-C0,"14""VAVBox,w/oCtrl,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB3.6H-C0,adet,USDTRY,512.42,0,0,20,,"14""VAVBox,w/oCtrl,withHeaterInsert",,true
H.HVB-SDB3.6H-C2,"14""VAVBox,w.PVB4022AS-E,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB3.6H-C2,adet,USDTRY,1010.00,0,0,20,,"14""VAVBox,w.PVB4022AS-E,withHeaterInsert",,true
H.HVB-SDB4.0A-C0,"16"" VAVBox, embedded w/o controller",Digital Airflow Control Valves,Common,H.HVB-SDB4.0A-C0,adet,USDTRY,460.00,0,0,20,,"16"" VAVBox, embedded w/o controller",,true
H.HVB-SDB4.0A-C1,"16"" VAVBox, embedded w. PVB0000AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB4.0A-C1,adet,USDTRY,804.15,0,0,20,,"16"" VAVBox, embedded w. PVB0000AS-E",,true
H.HVB-SDB4.0A-C2,"16"" VAVBox, embedded w. PVB4022AS-E",Digital Airflow Control Valves,Common,H.HVB-SDB4.0A-C2,adet,USDTRY,850.57,0,0,20,,"16"" VAVBox, embedded w. PVB4022AS-E",,true
H.HVB-SDB4.0H-C0,"16""VAVBox,w/oCtrl,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB4.0H-C0,adet,USDTRY,570.00,0,0,20,,"16""VAVBox,w/oCtrl,withHeaterInsert",,true
H.HVB-SDB4.0H-C2,"16""VAVBox,w.PVB4022AS-E,withHeaterInsert",Digital Airflow Control Valves,Common,H.HVB-SDB4.0H-C2,adet,USDTRY,1061.27,0,0,20,,"16""VAVBox,w.PVB4022AS-E,withHeaterInsert",,true
HVB-SDB1.2A,Single Duct VAVBox 5”(124 mm) Inlet SDB,Digital Airflow Control Valves,Common,HVB-SDB1.2A,adet,USDTRY,323.09,0,0,20,,Single Duct VAVBox 5”(124 mm) Inlet SDB,,true
HVB-SDB1.2A-C1,"Single Duct VAVBox W/C,5”(124mm)Inlet,SD",Digital Airflow Control Valves,Common,HVB-SDB1.2A-C1,adet,USDTRY,620.00,0,0,20,,"Single Duct VAVBox W/C,5”(124mm)Inlet,SD",,true
HVB-SDB1.4A,Single Duct VAVBox 6”(149 mm) Inlet SDB,Digital Airflow Control Valves,Common,HVB-SDB1.4A,adet,USDTRY,302.11,0,0,20,,Single Duct VAVBox 6”(149 mm) Inlet SDB,,true
HVB-SDB1.4A-C1,"Single Duct VAVBox W/C,6”(149mm)Inlet,SD",Digital Airflow Control Valves,Common,HVB-SDB1.4A-C1,adet,USDTRY,576.95,0,0,20,,"Single Duct VAVBox W/C,6”(149mm)Inlet,SD",,true
HVB-SDB1.8A,SINGLE DUCT VAVBOX,Digital Airflow Control Valves,Common,HVB-SDB1.8A,adet,USDTRY,380.00,0,0,20,,SINGLE DUCT VAVBOX,,true
HVB-SDB1.8A-C1,"Single Duct VAVBox W/C,7”(175mm)Inlet,SD",Digital Airflow Control Valves,Common,HVB-SDB1.8A-C1,adet,USDTRY,630.00,0,0,20,,"Single Duct VAVBox W/C,7”(175mm)Inlet,SD",,true
HVB-SDB2.0A-C1,Single Duct VAVBox W/C 8”(200mm)Inlet SD,Digital Airflow Control Valves,Common,HVB-SDB2.0A-C1,adet,USDTRY,640.00,0,0,20,,Single Duct VAVBox W/C 8”(200mm)Inlet SD,,true
HVB-SDB2.2A,SINGLE DUCT VAVBOX,Digital Airflow Control Valves,Common,HVB-SDB2.2A,adet,USDTRY,410.00,0,0,20,,SINGLE DUCT VAVBOX,,true
HVB-SDB2.2A-C1,Single Duct VAVBox W/C 9”(226mm)Inlet SD,Digital Airflow Control Valves,Common,HVB-SDB2.2A-C1,adet,USDTRY,660.87,0,0,20,,Single Duct VAVBox W/C 9”(226mm)Inlet SD,,true
HVB-SDB2.5A-C1,Single Duct VAVBox W/C10”(251mm)Inlet SD,Digital Airflow Control Valves,Common,HVB-SDB2.5A-C1,adet,USDTRY,671.36,0,0,20,,Single Duct VAVBox W/C10”(251mm)Inlet SD,,true
HVB-SDB2.8A,Single Duct VAVBox 12”(302mm) Inlet SDB,Digital Airflow Control Valves,Common,HVB-SDB2.8A,adet,USDTRY,416.45,0,0,20,,Single Duct VAVBox 12”(302mm) Inlet SDB,,true
HVB-SDB2.8A-C1,Single Duct VAVBox W/C12”(302mm)Inlet SD,Digital Airflow Control Valves,Common,HVB-SDB2.8A-C1,adet,USDTRY,702.83,0,0,20,,Single Duct VAVBox W/C12”(302mm)Inlet SD,,true
HVB-SDB3.6A,"Single Duct VAV Box, 14""(352mm)Inlet,SD",Digital Airflow Control Valves,Common,HVB-SDB3.6A,adet,USDTRY,450.02,0,0,20,,"Single Duct VAV Box, 14""(352mm)Inlet,SD",,true
HVB-SDB3.6A-C1,"Single Duct VAVBox W/C14""(352mm)Inlet SD",Digital Airflow Control Valves,Common,HVB-SDB3.6A-C1,adet,USDTRY,744.79,0,0,20,,"Single Duct VAVBox W/C14""(352mm)Inlet SD",,true
HVB-SDB4.0A-C1,"Single Duct VAVBox W/C16""(403mm)Inlet SD",Digital Airflow Control Valves,Common,HVB-SDB4.0A-C1,adet,USDTRY,790.00,0,0,20,,"Single Duct VAVBox W/C16""(403mm)Inlet SD",,true
HMF-US16R015B2MG,"US Flow-M, PN16, DN15, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16R015B2MG,adet,USDTRY,257.91,0,0,20,,"US Flow-M, PN16, DN15, 220V, Modbus",,true
HMF-US16R015B4MG,"US Flow-M, PN16, DN15, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16R015B4MG,adet,USDTRY,229.32,0,0,20,,"US Flow-M, PN16, DN15, 24V, Modbus",,true
HMF-US16R020B2MG,"US Flow-M, PN16, DN20, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16R020B2MG,adet,USDTRY,257.91,0,0,20,,"US Flow-M, PN16, DN20, 220V, Modbus",,true
HMF-US16R020B4MG,"US Flow-M, PN16, DN20, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16R020B4MG,adet,USDTRY,229.32,0,0,20,,"US Flow-M, PN16, DN20, 24V, Modbus",,true
HMF-US16R025B2MG,"US Flow-M, PN16, DN25, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16R025B2MG,adet,USDTRY,270.01,0,0,20,,"US Flow-M, PN16, DN25, 220V, Modbus",,true
HMF-US16R025B4MG,"US Flow-M, PN16, DN25, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16R025B4MG,adet,USDTRY,241.41,0,0,20,,"US Flow-M, PN16, DN25, 24V, Modbus",,true
HMF-US16R032B2MG,"US Flow-M, PN16, DN32, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16R032B2MG,adet,USDTRY,398.69,0,0,20,,"US Flow-M, PN16, DN32, 220V, Modbus",,true
HMF-US16R032B4MG,"US Flow-M, PN16, DN32, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16R032B4MG,adet,USDTRY,370.09,0,0,20,,"US Flow-M, PN16, DN32, 24V, Modbus",,true
HMF-US16R040B2MG,"US Flow-M, PN16, DN40, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16R040B2MG,adet,USDTRY,428.93,0,0,20,,"US Flow-M, PN16, DN40, 220V, Modbus",,true
HMF-US16R040B4MG,"US Flow-M, PN16, DN40, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16R040B4MG,adet,USDTRY,400.34,0,0,20,,"US Flow-M, PN16, DN40, 24V, Modbus",,true
HMF-US16F050S2MG,"US Flow-M, PN16, DN50, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F050S2MG,adet,USDTRY,1221.34,0,0,20,,"US Flow-M, PN16, DN50, 220V, Modbus",,true
HMF-US16F050S4MG,"US Flow-M, PN16, DN50, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F050S4MG,adet,USDTRY,1191.90,0,0,20,,"US Flow-M, PN16, DN50, 24V, Modbus",,true
HMF-US16F065S2MG,"US Flow-M, PN16, DN65, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F065S2MG,adet,USDTRY,1328.53,0,0,20,,"US Flow-M, PN16, DN65, 220V, Modbus",,true
HMF-US16F065S4MG,"US Flow-M, PN16, DN65, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F065S4MG,adet,USDTRY,1299.09,0,0,20,,"US Flow-M, PN16, DN65, 24V, Modbus",,true
HMF-US16F080S2MG,"US Flow-M, PN16, DN80, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F080S2MG,adet,USDTRY,1737.31,0,0,20,,"US Flow-M, PN16, DN80, 220V, Modbus",,true
HMF-US16F080S4MG,"US Flow-M, PN16, DN80, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F080S4MG,adet,USDTRY,1707.87,0,0,20,,"US Flow-M, PN16, DN80, 24V, Modbus",,true
HMF-US16F100S2MG,"US Flow-M, PN16, DN100, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F100S2MG,adet,USDTRY,2187.18,0,0,20,,"US Flow-M, PN16, DN100, 220V, Modbus",,true
HMF-US16F100S4MG,"US Flow-M, PN16, DN100, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F100S4MG,adet,USDTRY,2158.30,0,0,20,,"US Flow-M, PN16, DN100, 24V, Modbus",,true
HMF-US16F125S2MG,"US Flow-M, PN16, DN125, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F125S2MG,adet,USDTRY,2284.38,0,0,20,,"US Flow-M, PN16, DN125, 220V, Modbus",,true
HMF-US16F125S4MG,"US Flow-M, PN16, DN125, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F125S4MG,adet,USDTRY,2255.50,0,0,20,,"US Flow-M, PN16, DN125, 24V, Modbus",,true
HMF-US16F150S2MG,"US Flow-M, PN16, DN150, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F150S2MG,adet,USDTRY,2654.28,0,0,20,,"US Flow-M, PN16, DN150, 220V, Modbus",,true
HMF-US16F150S4MG,"US Flow-M, PN16, DN150, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F150S4MG,adet,USDTRY,2625.40,0,0,20,,"US Flow-M, PN16, DN150, 24V, Modbus",,true
HMF-US16F200S2MG,"US Flow-M, PN16, DN200, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F200S2MG,adet,USDTRY,3024.18,0,0,20,,"US Flow-M, PN16, DN200, 220V, Modbus",,true
