code,name,category,brand,model,unit,currency_code,sale_price,stock_quantity,minimum_stock,vat_rate,lead_time,description,technical_summary,is_active
HMF-US16F200S4MG,"US Flow-M, PN16, DN200, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F200S4MG,adet,USDTRY,2994.74,0,0,20,,"US Flow-M, PN16, DN200, 24V, Modbus",,true
HMF-US16F250S2MG,"US Flow-M, PN16, DN250, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F250S2MG,adet,USDTRY,3949.48,0,0,20,,"US Flow-M, PN16, DN250, 220V, Modbus",,true
HMF-US16F250S4MG,"US Flow-M, PN16, DN250, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F250S4MG,adet,USDTRY,3920.60,0,0,20,,"US Flow-M, PN16, DN250, 24V, Modbus",,true
HMF-US16F300S2MG,"US Flow-M, PN16, DN300, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F300S2MG,adet,USDTRY,5430.18,0,0,20,,"US Flow-M, PN16, DN300, 220V, Modbus",,true
HMF-US16F300S4MG,"US Flow-M, PN16, DN300, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F300S4MG,adet,USDTRY,5401.30,0,0,20,,"US Flow-M, PN16, DN300, 24V, Modbus",,true
HMF-US16F350S2MG,"US Flow-M, PN16, DN350, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F350S2MG,adet,USDTRY,7235.80,0,0,20,,"US Flow-M, PN16, DN350, 220V, Modbus",,true
HMF-US16F350S4MG,"US Flow-M, PN16, DN350, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F350S4MG,adet,USDTRY,7206.36,0,0,20,,"US Flow-M, PN16, DN350, 24V, Modbus",,true
HMF-US16F400S2MG,"US Flow-M, PN16, DN400, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F400S2MG,adet,USDTRY,9084.74,0,0,20,,"US Flow-M, PN16, DN400, 220V, Modbus",,true
HMF-US16F400S4MG,"US Flow-M, PN16, DN400, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F400S4MG,adet,USDTRY,9055.30,0,0,20,,"US Flow-M, PN16, DN400, 24V, Modbus",,true
HMF-US16F450S2MG,"US Flow-M, PN16, DN450, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F450S2MG,adet,USDTRY,10704.85,0,0,20,,"US Flow-M, PN16, DN450, 220V, Modbus",,true
HMF-US16F450S4MG,"US Flow-M, PN16, DN450, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F450S4MG,adet,USDTRY,10675.97,0,0,20,,"US Flow-M, PN16, DN450, 24V, Modbus",,true
HMF-US16F500S2MG,"US Flow-M, PN16, DN500, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F500S2MG,adet,USDTRY,14867.60,0,0,20,,"US Flow-M, PN16, DN500, 220V, Modbus",,true
HMF-US16F500S4MG,"US Flow-M, PN16, DN500, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F500S4MG,adet,USDTRY,14838.72,0,0,20,,"US Flow-M, PN16, DN500, 24V, Modbus",,true
HMF-US16F600S2MG,"US Flow-M, PN16, DN600, 220V, Modbus",BTU and Flow Meters,Common,HMF-US16F600S2MG,adet,USDTRY,19033.12,0,0,20,,"US Flow-M, PN16, DN600, 220V, Modbus",,true
HMF-US16F600S4MG,"US Flow-M, PN16, DN600, 24V, Modbus",BTU and Flow Meters,Common,HMF-US16F600S4MG,adet,USDTRY,19003.69,0,0,20,,"US Flow-M, PN16, DN600, 24V, Modbus",,true
HMF-US25F050S2MG,"US Flow-M, PN25, DN50, 220V, Modbus",BTU and Flow Meters,Common,HMF-US25F050S2MG,adet,USDTRY,1788.40,0,0,20,,"US Flow-M, PN25, DN50, 220V, Modbus",,true
HMF-US25F050S4MG,"US Flow-M, PN25, DN50, 24V, Modbus",BTU and Flow Meters,Common,HMF-US25F050S4MG,adet,USDTRY,1758.97,0,0,20,,"US Flow-M, PN25, DN50, 24V, Modbus",,true
HMF-US25F065S2MG,"US Flow-M, PN25, DN65, 220V, Modbus",BTU and Flow Meters,Common,HMF-US25F065S2MG,adet,USDTRY,1948.92,0,0,20,,"US Flow-M, PN25, DN65, 220V, Modbus",,true
HMF-US25F065S4MG,"US Flow-M, PN25, DN65, 24V, Modbus",BTU and Flow Meters,Common,HMF-US25F065S4MG,adet,USDTRY,1919.48,0,0,20,,"US Flow-M, PN25, DN65, 24V, Modbus",,true
HMF-US25F080S2MG,"US Flow-M, PN25, DN80, 220V, Modbus",BTU and Flow Meters,Common,HMF-US25F080S2MG,adet,USDTRY,2562.08,0,0,20,,"US Flow-M, PN25, DN80, 220V, Modbus",,true
HMF-US25F080S4MG,"US Flow-M, PN25, DN80, 24V, Modbus",BTU and Flow Meters,Common,HMF-US25F080S4MG,adet,USDTRY,2532.64,0,0,20,,"US Flow-M, PN25, DN80, 24V, Modbus",,true
HMF-US25F100S2MG,"US Flow-M, PN25, DN100, 220V, Modbus",BTU and Flow Meters,Common,HMF-US25F100S2MG,adet,USDTRY,3236.90,0,0,20,,"US Flow-M, PN25, DN100, 220V, Modbus",,true
HMF-US25F100S4MG,"US Flow-M, PN25, DN100, 24V, Modbus",BTU and Flow Meters,Common,HMF-US25F100S4MG,adet,USDTRY,3208.02,0,0,20,,"US Flow-M, PN25, DN100, 24V, Modbus",,true
HMF-US25F125S2MG,"US Flow-M, PN25, DN125, 220V, Modbus",BTU and Flow Meters,Common,HMF-US25F125S2MG,adet,USDTRY,3382.97,0,0,20,,"US Flow-M, PN25, DN125, 220V, Modbus",,true
HMF-US25F125S4MG,"US Flow-M, PN25, DN125, 24V, Modbus",BTU and Flow Meters,Common,HMF-US25F125S4MG,adet,USDTRY,3354.09,0,0,20,,"US Flow-M, PN25, DN125, 24V, Modbus",,true
HMF-US25F150S2MG,"US Flow-M, PN25, DN150, 220V, Modbus",BTU and Flow Meters,Common,HMF-US25F150S2MG,adet,USDTRY,3937.82,0,0,20,,"US Flow-M, PN25, DN150, 220V, Modbus",,true
HMF-US25F150S4MG,"US Flow-M, PN25, DN150, 24V, Modbus",BTU and Flow Meters,Common,HMF-US25F150S4MG,adet,USDTRY,3908.38,0,0,20,,"US Flow-M, PN25, DN150, 24V, Modbus",,true
HMF-US25F200S2MG,"US Flow-M, PN25, DN200, 220V, Modbus",BTU and Flow Meters,Common,HMF-US25F200S2MG,adet,USDTRY,4492.66,0,0,20,,"US Flow-M, PN25, DN200, 220V, Modbus",,true
HMF-US25F200S4MG,"US Flow-M, PN25, DN200, 24V, Modbus",BTU and Flow Meters,Common,HMF-US25F200S4MG,adet,USDTRY,4463.23,0,0,20,,"US Flow-M, PN25, DN200, 24V, Modbus",,true
HMF-US25F250S2MG,"US Flow-M, PN25, DN250, 220V, Modbus",BTU and Flow Meters,Common,HMF-US25F250S2MG,adet,USDTRY,5880.62,0,0,20,,"US Flow-M, PN25, DN250, 220V, Modbus",,true
HMF-US25F250S4MG,"US Flow-M, PN25, DN250, 24V, Modbus",BTU and Flow Meters,Common,HMF-US25F250S4MG,adet,USDTRY,5851.74,0,0,20,,"US Flow-M, PN25, DN250, 24V, Modbus",,true
HMF-US25F300S2MG,"US Flow-M, PN25, DN300, 220V, Modbus",BTU and Flow Meters,Common,HMF-US25F300S2MG,adet,USDTRY,8101.67,0,0,20,,"US Flow-M, PN25, DN300, 220V, Modbus",,true
HMF-US25F300S4MG,"US Flow-M, PN25, DN300, 24V, Modbus",BTU and Flow Meters,Common,HMF-US25F300S4MG,adet,USDTRY,8072.79,0,0,20,,"US Flow-M, PN25, DN300, 24V, Modbus",,true
HME-US16R015B2MG,"US Energy-M, PN16, DN15, 220V, Modbus",BTU and Flow Meters,Common,HME-US16R015B2MG,adet,USDTRY,205.12,0,0,20,,"US Energy-M, PN16, DN15, 220V, Modbus",,true
HME-US16R015B4MG,"US Energy-M, PN16, DN15, 24V, Modbus",BTU and Flow Meters,Common,HME-US16R015B4MG,adet,USDTRY,175.97,0,0,20,,"US Energy-M, PN16, DN15, 24V, Modbus",,true
HME-US16R020B2MG,"US Energy-M, PN16, DN20, 220V, Modbus",BTU and Flow Meters,Common,HME-US16R020B2MG,adet,USDTRY,205.12,0,0,20,,"US Energy-M, PN16, DN20, 220V, Modbus",,true
HME-US16R020B4MG,"US Energy-M, PN16, DN20, 24V, Modbus",BTU and Flow Meters,Common,HME-US16R020B4MG,adet,USDTRY,175.97,0,0,20,,"US Energy-M, PN16, DN20, 24V, Modbus",,true
HME-US16R025B2MG,"US Energy-M, PN16, DN25, 220V, Modbus",BTU and Flow Meters,Common,HME-US16R025B2MG,adet,USDTRY,217.22,0,0,20,,"US Energy-M, PN16, DN25, 220V, Modbus",,true
HME-US16R025B4MG,"US Energy-M, PN16, DN25, 24V, Modbus",BTU and Flow Meters,Common,HME-US16R025B4MG,adet,USDTRY,188.07,0,0,20,,"US Energy-M, PN16, DN25, 24V, Modbus",,true
HME-US16R032B2MG,"US Energy-M, PN16, DN32, 220V, Modbus",BTU and Flow Meters,Common,HME-US16R032B2MG,adet,USDTRY,345.89,0,0,20,,"US Energy-M, PN16, DN32, 220V, Modbus",,true
HME-US16R032B4MG,"US Energy-M, PN16, DN32, 24V, Modbus",BTU and Flow Meters,Common,HME-US16R032B4MG,adet,USDTRY,316.75,0,0,20,,"US Energy-M, PN16, DN32, 24V, Modbus",,true
HME-US16R040B2MG,"US Energy-M, PN16, DN40, 220V, Modbus",BTU and Flow Meters,Common,HME-US16R040B2MG,adet,USDTRY,376.14,0,0,20,,"US Energy-M, PN16, DN40, 220V, Modbus",,true
HME-US16R040B4MG,"US Energy-M, PN16, DN40, 24V, Modbus",BTU and Flow Meters,Common,HME-US16R040B4MG,adet,USDTRY,346.99,0,0,20,,"US Energy-M, PN16, DN40, 24V, Modbus",,true
HME-US16F050S2MG,"US Energy-M, PN16, DN50, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F050S2MG,adet,USDTRY,1187.46,0,0,20,,"US Energy-M, PN16, DN50, 220V, Modbus",,true
HME-US16F050S4MG,"US Energy-M, PN16, DN50, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F050S4MG,adet,USDTRY,1158.02,0,0,20,,"US Energy-M, PN16, DN50, 24V, Modbus",,true
HME-US16F065S2MG,"US Energy-M, PN16, DN65, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F065S2MG,adet,USDTRY,1294.09,0,0,20,,"US Energy-M, PN16, DN65, 220V, Modbus",,true
HME-US16F065S4MG,"US Energy-M, PN16, DN65, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F065S4MG,adet,USDTRY,1265.21,0,0,20,,"US Energy-M, PN16, DN65, 24V, Modbus",,true
HME-US16F080S2MG,"US Energy-M, PN16, DN80, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F080S2MG,adet,USDTRY,1702.87,0,0,20,,"US Energy-M, PN16, DN80, 220V, Modbus",,true
HME-US16F080S4MG,"US Energy-M, PN16, DN80, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F080S4MG,adet,USDTRY,1673.99,0,0,20,,"US Energy-M, PN16, DN80, 24V, Modbus",,true
HME-US16F100S2MG,"US Energy-M, PN16, DN100, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F100S2MG,adet,USDTRY,2153.30,0,0,20,,"US Energy-M, PN16, DN100, 220V, Modbus",,true
HME-US16F100S4MG,"US Energy-M, PN16, DN100, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F100S4MG,adet,USDTRY,2123.87,0,0,20,,"US Energy-M, PN16, DN100, 24V, Modbus",,true
HME-US16F125S2MG,"US Energy-M, PN16, DN125, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F125S2MG,adet,USDTRY,2250.50,0,0,20,,"US Energy-M, PN16, DN125, 220V, Modbus",,true
HME-US16F125S4MG,"US Energy-M, PN16, DN125, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F125S4MG,adet,USDTRY,2221.06,0,0,20,,"US Energy-M, PN16, DN125, 24V, Modbus",,true
HME-US16F150S2MG,"US Energy-M, PN16, DN150, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F150S2MG,adet,USDTRY,2620.40,0,0,20,,"US Energy-M, PN16, DN150, 220V, Modbus",,true
HME-US16F150S4MG,"US Energy-M, PN16, DN150, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F150S4MG,adet,USDTRY,2590.96,0,0,20,,"US Energy-M, PN16, DN150, 24V, Modbus",,true
HME-US16F200S2MG,"US Energy-M, PN16, DN200, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F200S2MG,adet,USDTRY,2990.30,0,0,20,,"US Energy-M, PN16, DN200, 220V, Modbus",,true
HME-US16F200S4MG,"US Energy-M, PN16, DN200, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F200S4MG,adet,USDTRY,2960.86,0,0,20,,"US Energy-M, PN16, DN200, 24V, Modbus",,true
HME-US16F250S2MG,"US Energy-M, PN16, DN250, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F250S2MG,adet,USDTRY,3915.60,0,0,20,,"US Energy-M, PN16, DN250, 220V, Modbus",,true
HME-US16F250S4MG,"US Energy-M, PN16, DN250, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F250S4MG,adet,USDTRY,3886.16,0,0,20,,"US Energy-M, PN16, DN250, 24V, Modbus",,true
HME-US16F300S2MG,"US Energy-M, PN16, DN300, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F300S2MG,adet,USDTRY,5396.30,0,0,20,,"US Energy-M, PN16, DN300, 220V, Modbus",,true
HME-US16F300S4MG,"US Energy-M, PN16, DN300, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F300S4MG,adet,USDTRY,5366.87,0,0,20,,"US Energy-M, PN16, DN300, 24V, Modbus",,true
HME-US16F350S2MG,"US Energy-M, PN16, DN350, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F350S2MG,adet,USDTRY,7201.37,0,0,20,,"US Energy-M, PN16, DN350, 220V, Modbus",,true
HME-US16F350S4MG,"US Energy-M, PN16, DN350, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F350S4MG,adet,USDTRY,7172.48,0,0,20,,"US Energy-M, PN16, DN350, 24V, Modbus",,true
HME-US16F400S2MG,"US Energy-M, PN16, DN400, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F400S2MG,adet,USDTRY,9050.86,0,0,20,,"US Energy-M, PN16, DN400, 220V, Modbus",,true
HME-US16F400S4MG,"US Energy-M, PN16, DN400, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F400S4MG,adet,USDTRY,9021.42,0,0,20,,"US Energy-M, PN16, DN400, 24V, Modbus",,true
HME-US16F450S2MG,"US Energy-M, PN16, DN450, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F450S2MG,adet,USDTRY,10670.97,0,0,20,,"US Energy-M, PN16, DN450, 220V, Modbus",,true
HME-US16F450S4MG,"US Energy-M, PN16, DN450, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F450S4MG,adet,USDTRY,10641.53,0,0,20,,"US Energy-M, PN16, DN450, 24V, Modbus",,true
HME-US16F500S2MG,"US Energy-M, PN16, DN500, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F500S2MG,adet,USDTRY,14833.72,0,0,20,,"US Energy-M, PN16, DN500, 220V, Modbus",,true
HME-US16F500S4MG,"US Energy-M, PN16, DN500, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F500S4MG,adet,USDTRY,14804.84,0,0,20,,"US Energy-M, PN16, DN500, 24V, Modbus",,true
HME-US16F600S2MG,"US Energy-M, PN16, DN600, 220V, Modbus",BTU and Flow Meters,Common,HME-US16F600S2MG,adet,USDTRY,18999.24,0,0,20,,"US Energy-M, PN16, DN600, 220V, Modbus",,true
HME-US16F600S4MG,"US Energy-M, PN16, DN600, 24V, Modbus",BTU and Flow Meters,Common,HME-US16F600S4MG,adet,USDTRY,18969.81,0,0,20,,"US Energy-M, PN16, DN600, 24V, Modbus",,true
HME-US25F050S2MG,"US Energy-M, PN25, DN50, 220V, Modbus",BTU and Flow Meters,Common,HME-US25F050S2MG,adet,USDTRY,1766.19,0,0,20,,"US Energy-M, PN25, DN50, 220V, Modbus",,true
HME-US25F050S4MG,"US Energy-M, PN25, DN50, 24V, Modbus",BTU and Flow Meters,Common,HME-US25F050S4MG,adet,USDTRY,1737.31,0,0,20,,"US Energy-M, PN25, DN50, 24V, Modbus",,true
HME-US25F065S2MG,"US Energy-M, PN25, DN65, 220V, Modbus",BTU and Flow Meters,Common,HME-US25F065S2MG,adet,USDTRY,1926.70,0,0,20,,"US Energy-M, PN25, DN65, 220V, Modbus",,true
HME-US25F065S4MG,"US Energy-M, PN25, DN65, 24V, Modbus",BTU and Flow Meters,Common,HME-US25F065S4MG,adet,USDTRY,1897.82,0,0,20,,"US Energy-M, PN25, DN65, 24V, Modbus",,true
HME-US25F080S2MG,"US Energy-M, PN25, DN80, 220V, Modbus",BTU and Flow Meters,Common,HME-US25F080S2MG,adet,USDTRY,2539.86,0,0,20,,"US Energy-M, PN25, DN80, 220V, Modbus",,true
HME-US25F080S4MG,"US Energy-M, PN25, DN80, 24V, Modbus",BTU and Flow Meters,Common,HME-US25F080S4MG,adet,USDTRY,2510.98,0,0,20,,"US Energy-M, PN25, DN80, 24V, Modbus",,true
HME-US25F100S2MG,"US Energy-M, PN25, DN100, 220V, Modbus",BTU and Flow Meters,Common,HME-US25F100S2MG,adet,USDTRY,3215.24,0,0,20,,"US Energy-M, PN25, DN100, 220V, Modbus",,true
HME-US25F100S4MG,"US Energy-M, PN25, DN100, 24V, Modbus",BTU and Flow Meters,Common,HME-US25F100S4MG,adet,USDTRY,3185.80,0,0,20,,"US Energy-M, PN25, DN100, 24V, Modbus",,true
HME-US25F125S2MG,"US Energy-M, PN25, DN125, 220V, Modbus",BTU and Flow Meters,Common,HME-US25F125S2MG,adet,USDTRY,3361.31,0,0,20,,"US Energy-M, PN25, DN125, 220V, Modbus",,true
HME-US25F125S4MG,"US Energy-M, PN25, DN125, 24V, Modbus",BTU and Flow Meters,Common,HME-US25F125S4MG,adet,USDTRY,3331.87,0,0,20,,"US Energy-M, PN25, DN125, 24V, Modbus",,true
HME-US25F150S2MG,"US Energy-M, PN25, DN150, 220V, Modbus",BTU and Flow Meters,Common,HME-US25F150S2MG,adet,USDTRY,3915.60,0,0,20,,"US Energy-M, PN25, DN150, 220V, Modbus",,true
HME-US25F150S4MG,"US Energy-M, PN25, DN150, 24V, Modbus",BTU and Flow Meters,Common,HME-US25F150S4MG,adet,USDTRY,3886.72,0,0,20,,"US Energy-M, PN25, DN150, 24V, Modbus",,true
HME-US25F200S2MG,"US Energy-M, PN25, DN200, 220V, Modbus",BTU and Flow Meters,Common,HME-US25F200S2MG,adet,USDTRY,4470.45,0,0,20,,"US Energy-M, PN25, DN200, 220V, Modbus",,true
HME-US25F200S4MG,"US Energy-M, PN25, DN200, 24V, Modbus",BTU and Flow Meters,Common,HME-US25F200S4MG,adet,USDTRY,4441.57,0,0,20,,"US Energy-M, PN25, DN200, 24V, Modbus",,true
HME-US25F250S2MG,"US Energy-M, PN25, DN250, 220V, Modbus",BTU and Flow Meters,Common,HME-US25F250S2MG,adet,USDTRY,5858.96,0,0,20,,"US Energy-M, PN25, DN250, 220V, Modbus",,true
HME-US25F250S4MG,"US Energy-M, PN25, DN250, 24V, Modbus",BTU and Flow Meters,Common,HME-US25F250S4MG,adet,USDTRY,5829.52,0,0,20,,"US Energy-M, PN25, DN250, 24V, Modbus",,true
HME-US25F300S2MG,"US Energy-M, PN25, DN300, 220V, Modbus",BTU and Flow Meters,Common,HME-US25F300S2MG,adet,USDTRY,8080.01,0,0,20,,"US Energy-M, PN25, DN300, 220V, Modbus",,true
HME-US25F300S4MG,"US Energy-M, PN25, DN300, 24V, Modbus",BTU and Flow Meters,Common,HME-US25F300S4MG,adet,USDTRY,8050.58,0,0,20,,"US Energy-M, PN25, DN300, 24V, Modbus",,true
